Name,Type,State,City,Zip,Region,isPublic,Institution_Control,Photo,Rank,ACT_Average,Aid,Acceptance Rate,Tuition,GPA_Average,Engineering Reputation Score,Parent_Rank,Enrollment,Business Reputation Score,SAT,Cost After Aid,SAT_Range,ACT_Range,Blurb
Illinois College,national-liberal-arts-colleges,IL,Jacksonville,62650,N/A,True,private,https://www.usnews.com/dims4/USNEWS/1434446/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2Fb2%2Fc42b21dfc416bbe5cde63e7e7b7158%2Fcollege-photo_27001.jpg,114,19,N/A,75,38676,3.7,N/A,N/A,956,N/A,940,N/A,940-1150,19-25,"Illinois College is a private institution that was founded in 1829. It has a total undergraduate enrollment of 956 (fall 2023), its setting is suburban, and the campus size is 65 acres. It utilizes a semester-based academic calendar. Illinois College's ranking in the 2025 edition of Best Colleges is National Liberal Arts Colleges, #114. Its tuition and fees are $38,676."
Illinois Institute of Technology,national-universities,IL,Chicago,60616,N/A,True,private,https://www.usnews.com/dims4/USNEWS/1c85f6b/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F70%2F1c%2Fad873b444082bbd6b37ca1130dfe%2F190903illinois-institute-of-technology14.jpg,105,25,66,55,52386,N/A,2.8,N/A,3316,2.6,1180,30438.0,1180-1410,25-31,"Illinois Institute of Technology is a private institution that was founded in 1890. It has a total undergraduate enrollment of 3,316 (fall 2023), its setting is urban, and the campus size is 120 acres. It utilizes a semester-based academic calendar. Illinois Institute of Technology's ranking in the 2025 edition of Best Colleges is National Universities, #105. Its tuition and fees are $52,386."
Illinois State University,national-universities,IL,Normal,61790,N/A,True,public,https://www.usnews.com/dims4/USNEWS/27c3d48/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F03%2Fb82c56888c518ee8daad97bb3e1aba%2Fcollege-photo_16342.jpg,220,22,N/A,89,27524,3.6,N/A,N/A,18450,2.5,1010,N/A,1010-1230,22-27,"Illinois State University is a public institution that was founded in 1857. It has a total undergraduate enrollment of 18,450 (fall 2023), its setting is urban, and the campus size is 1,180 acres. It utilizes a semester-based academic calendar. Illinois State University's ranking in the 2025 edition of Best Colleges is National Universities, #220. Its in-state tuition and fees are $15,459; out-of-state tuition and fees are $27,524."
Illinois Wesleyan University,regional-colleges-midwest,IL,Bloomington,61702,midwest,True,private,https://www.usnews.com/dims4/USNEWS/839ffaf/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2Fb1%2Fe2f1c12ab469ddc0a0b88dfdd1e64e%2Fcollege-photo_3377.jpg,1,24,71,45,57704,3.8,N/A,N/A,1576,N/A,1140,29914.0,1140-1330,24-29,"Illinois Wesleyan University is a private institution that was founded in 1850. It has a total undergraduate enrollment of 1,576 (fall 2023), its setting is city, and the campus size is 82 acres. It utilizes a 4-4-1 - fall and spring semesters and optional three-week may term-based academic calendar. Illinois Wesleyan University's ranking in the 2025 edition of Best Colleges is Regional Colleges Midwest, #1. Its tuition and fees are $57,704."
Immaculata University,national-universities,PA,Immaculata,19345,N/A,True,private,N/A,288,27,N/A,79,28980,3.5,N/A,N/A,1529,N/A,1110,N/A,1110-1270,27-28,"Immaculata University is a private institution that was founded in 1920. It has a total undergraduate enrollment of 1,529 (fall 2023), its setting is suburban, and the campus size is 373 acres. It utilizes a semester-based academic calendar. Immaculata University's ranking in the 2025 edition of Best Colleges is National Universities, #288. Its tuition and fees are $28,980."
Indiana State University,national-universities,IN,Terre Haute,47809,N/A,True,public,https://www.usnews.com/dims4/USNEWS/f0d6efd/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F95%2F16c52ccdfb5603f041c0204757a73d%2Fcollege-photo_13911.jpg,377,16,N/A,92,22322,3.3,2.6,N/A,6669,2.5,880,N/A,880-1110,16-25,"Indiana State University is a public institution that was founded in 1865. It has a total undergraduate enrollment of 6,669 (fall 2023), and the campus size is 435 acres.  Indiana State University's ranking in the 2025 edition of Best Colleges is National Universities, #377. Its in-state tuition and fees are $10,258; out-of-state tuition and fees are $22,322."
Indiana Tech,regional-universities-midwest,IN,Fort Wayne,46803,midwest,True,private,https://www.usnews.com/dims4/USNEWS/53a9338/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F4e%2F1aa7a71ff656adfcca05b74e9095d5%2FDJI_0887.jpg,144,17,N/A,67,31361,3.2,2.1,N/A,1361,N/A,875,N/A,875-1135,17-24,"Indiana Tech is a private institution that was founded in 1930. It has a total undergraduate enrollment of 1,361 (fall 2023), its setting is city, and the campus size is 97 acres. It utilizes a semester-based academic calendar. Indiana Tech's ranking in the 2025 edition of Best Colleges is Regional Universities Midwest, #144. Its tuition and fees are $31,361."
Indiana University--Bloomington,national-universities,IN,Bloomington,47405,N/A,True,public,https://www.usnews.com/dims4/USNEWS/50b336f/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2Fec%2Fd5%2F6f9f2c2649889aabf5ac09878824%2F20200424-springcampusscenics-jb-0023.jpg,73,27,16,80,41891,3.8,N/A,N/A,36833,4.2,1170,46483.0,1170-1400,27-32,"Indiana University--Bloomington is a public institution that was founded in 1820. It has a total undergraduate enrollment of 36,833 (fall 2023), its setting is city, and the campus size is 1,954 acres. It utilizes a semester-based academic calendar. Indiana University--Bloomington's ranking in the 2025 edition of Best Colleges is National Universities, #73. Its in-state tuition and fees are $12,144; out-of-state tuition and fees are $41,891."
Indiana University East,regional-universities-midwest,IN,Richmond,47374,midwest,True,public,N/A,109,20,N/A,71,22811,3.3,N/A,N/A,2746,< 2.0,1010,N/A,1010-1220,20-25,"Indiana University East is a public institution that was founded in 1971. It has a total undergraduate enrollment of 2,746 (fall 2023), its setting is city, and the campus size is 180 acres. It utilizes a semester-based academic calendar. Indiana University East's ranking in the 2025 edition of Best Colleges is Regional Universities Midwest, #109. Its in-state tuition and fees are $8,424; out-of-state tuition and fees are $22,811."
Indiana University Indianapolis,national-universities,IN,Indianapolis,46202,N/A,True,public,https://www.usnews.com/dims4/USNEWS/9567d6d/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2Fad%2F105679e1b3fba5313bcaa721a19711%2F20160714_Campus_Center_Night_LK-121.jpg,196,21,34,81,34891,3.5,N/A,N/A,17037,N/A,1040,39751.0,1040-1230,21-28,"Indiana University Indianapolis is a public institution that was founded in 1969. It has a total undergraduate enrollment of 17,037 (fall 2023), its setting is urban, and the campus size is 539 acres. It utilizes a semester-based academic calendar. Indiana University Indianapolis' ranking in the 2025 edition of Best Colleges is National Universities, #196. Its in-state tuition and fees are $10,762; out-of-state tuition and fees are $34,891."
Indiana University--Kokomo,regional-universities-midwest,IN,Kokomo,46904,midwest,True,public,N/A,118,18,N/A,85,22811,3.3,N/A,N/A,2674,< 2.0,970,N/A,970-1180,18-26,"Indiana University--Kokomo is a public institution that was founded in 1945. It has a total undergraduate enrollment of 2,674 (fall 2023), its setting is city, and the campus size is 53 acres. It utilizes a semester-based academic calendar. Indiana University--Kokomo's ranking in the 2025 edition of Best Colleges is Regional Universities Midwest, #118. Its in-state tuition and fees are $8,424; out-of-state tuition and fees are $22,811."
Indiana University Northwest,regional-universities-midwest,IN,Gary,46408,midwest,True,public,N/A,145,21,N/A,77,22811,3.1,N/A,N/A,2787,< 2.0,940,N/A,940-1170,21-27,"Indiana University Northwest is a public institution that was founded in 1948. It has a total undergraduate enrollment of 2,787 (fall 2023), its setting is city, and the campus size is 44 acres. It utilizes a semester-based academic calendar. Indiana University Northwest's ranking in the 2025 edition of Best Colleges is Regional Universities Midwest, #145. Its in-state tuition and fees are $8,424; out-of-state tuition and fees are $22,811."
Indiana University of Pennsylvania,national-universities,PA,Indiana,15705,N/A,True,public,https://www.usnews.com/dims4/USNEWS/97b7bc5/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F59%2F2633f0f023574215764b906341cc26%2Fcollege-photo_36082.jpg,329,17,N/A,91,14864,3.4,N/A,N/A,7432,2.2,940,N/A,940-1170,17-24,"Indiana University of Pennsylvania is a public institution that was founded in 1875. It has a total undergraduate enrollment of 7,432 (fall 2023), its setting is rural, and the campus size is 374 acres. It utilizes a semester-based academic calendar. Indiana University of Pennsylvania's ranking in the 2025 edition of Best Colleges is National Universities, #329. Its in-state tuition and fees are $11,380; out-of-state tuition and fees are $14,864."
Indiana University--South Bend,regional-universities-midwest,IN,South Bend,46634,midwest,True,public,N/A,124,21,N/A,86,22811,3.2,N/A,N/A,3918,2.0,970,N/A,970-1170,21-25,"Indiana University--South Bend is a public institution that was founded in 1961. It has a total undergraduate enrollment of 3,918 (fall 2023), its setting is city, and the campus size is 106 acres. It utilizes a semester-based academic calendar. Indiana University--South Bend's ranking in the 2025 edition of Best Colleges is Regional Universities Midwest, #124. Its in-state tuition and fees are $8,424; out-of-state tuition and fees are $22,811."
Indiana University Southeast,regional-universities-midwest,IN,New Albany,47150,midwest,True,public,N/A,138,20,N/A,83,22811,3.4,N/A,N/A,3286,< 2.0,1010,N/A,1010-1190,20-26,"Indiana University Southeast is a public institution that was founded in 1941. It has a total undergraduate enrollment of 3,286 (fall 2023), its setting is city, and the campus size is 184 acres. It utilizes a semester-based academic calendar. Indiana University Southeast's ranking in the 2025 edition of Best Colleges is Regional Universities Midwest, #138. Its in-state tuition and fees are $8,424; out-of-state tuition and fees are $22,811."
Indiana Wesleyan University,regional-universities-midwest,IN,Marion,46953,midwest,True,private,https://www.usnews.com/dims4/USNEWS/a738765/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F77%2Faa4909912b3860e03ea1b1cc56deff%2Fcollege-photo_12215.jpg,11,19,N/A,82,N/A,3.7,N/A,N/A,2073,N/A,970,N/A,970-1180,19-28,"Indiana Wesleyan University is a private institution that was founded in 1920. It has a total undergraduate enrollment of 2,073 (fall 2023), its setting is city, and the campus size is 345 acres. It utilizes a semester-based academic calendar. Indiana Wesleyan University's ranking in the 2025 edition of Best Colleges is Regional Universities Midwest, #11. "
Indian River State College,regional-colleges-south,FL,Fort Pierce,34981,south,True,public,https://www.usnews.com/dims4/USNEWS/b92847f/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2Fcf%2F6512bcc63c09c8412640799cb246f4%2Fcollege-photo_22971.jpg,-2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14862,N/A,N/A,N/A,N/A,N/A,Indian River State College is a public institution that was founded in 1960.    
Institute of American Indian Arts,tribal,NM,Santa Fe,87508,N/A,True,public,N/A,-2,N/A,N/A,100,N/A,N/A,N/A,N/A,800,N/A,N/A,N/A,N/A,N/A,"Institute of American Indian Arts is a public institution that was founded in 1962. It has a total undergraduate enrollment of 800 (fall 2022), and the campus size is 140 acres.   "
Inter American University of Puerto Rico--Aguadilla,regional-universities-south,PR,Aguadilla,00605,south,True,private,N/A,-1,N/A,N/A,46,N/A,N/A,N/A,N/A,2968,N/A,N/A,N/A,N/A,N/A,"Inter American University of Puerto Rico--Aguadilla is a private institution that was founded in 1957. It has a total undergraduate enrollment of 2,968 (fall 2022), and the campus size is 54 acres.  Inter American University of Puerto Rico--Aguadilla's ranking in the 2025 edition of Best Colleges is Regional Universities South, #122-133. "
Inter American University of Puerto Rico--Arecibo,regional-universities-south,PR,Arecibo,00614,south,True,private,N/A,-1,N/A,N/A,33,N/A,N/A,N/A,N/A,2445,N/A,N/A,N/A,N/A,N/A,"Inter American University of Puerto Rico--Arecibo is a private institution that was founded in 1957. It has a total undergraduate enrollment of 2,445 (fall 2022), and the campus size is 40 acres.  Inter American University of Puerto Rico--Arecibo's ranking in the 2025 edition of Best Colleges is Regional Universities South, #122-133. "
Inter American University of Puerto Rico--Barranquitas,regional-colleges-south,PR,Barranquitas,00794,south,True,private,N/A,62,N/A,N/A,68,N/A,N/A,N/A,N/A,1000,N/A,N/A,N/A,N/A,N/A,"Inter American University of Puerto Rico--Barranquitas is a private institution that was founded in 1957. It has a total undergraduate enrollment of 1,000 (fall 2022), and the campus size is 32 acres.  Inter American University of Puerto Rico--Barranquitas' ranking in the 2025 edition of Best Colleges is Regional Colleges South, #62. "
Inter American University of Puerto Rico--Bayamon,regional-colleges-south,PR,Bayamon,00957,south,True,private,N/A,83,N/A,N/A,39,N/A,N/A,< 2.0,N/A,3480,N/A,N/A,N/A,N/A,N/A,"Inter American University of Puerto Rico--Bayamon is a private institution that was founded in 1912. It has a total undergraduate enrollment of 3,480 (fall 2023), and the campus size is 51 acres. It utilizes a semester-based academic calendar. Inter American University of Puerto Rico--Bayamon's ranking in the 2025 edition of Best Colleges is Regional Colleges South, #83. "
Inter American University of Puerto Rico--Fajardo,regional-colleges-south,PR,Fajardo,00738,south,True,private,N/A,78,N/A,N/A,45,N/A,N/A,N/A,N/A,1211,N/A,N/A,N/A,N/A,N/A,"Inter American University of Puerto Rico--Fajardo is a private institution that was founded in 1912. It has a total undergraduate enrollment of 1,211 (fall 2022), and the campus size is 11 acres.  Inter American University of Puerto Rico--Fajardo's ranking in the 2025 edition of Best Colleges is Regional Colleges South, #78. "
Inter American University of Puerto Rico--Guayama,regional-colleges-south,PR,Guayama,00785,south,True,private,N/A,68,N/A,N/A,47,N/A,N/A,N/A,N/A,1488,N/A,N/A,N/A,N/A,N/A,"Inter American University of Puerto Rico--Guayama is a private institution that was founded in 1958. It has a total undergraduate enrollment of 1,488 (fall 2022), and the campus size is 50 acres.  Inter American University of Puerto Rico--Guayama's ranking in the 2025 edition of Best Colleges is Regional Colleges South, #68. "
Inter American University of Puerto Rico--Metropolitan Campus,regional-universities-south,PR,San Juan,00919,south,True,private,N/A,118,N/A,N/A,47,N/A,N/A,N/A,N/A,3278,N/A,N/A,N/A,N/A,N/A,"Inter American University of Puerto Rico--Metropolitan Campus is a private institution that was founded in 1962.   Inter American University of Puerto Rico--Metropolitan Campus' ranking in the 2025 edition of Best Colleges is Regional Universities South, #118. "
Inter American University of Puerto Rico--Ponce,regional-colleges-south,PR,Mercedita,00715,south,True,private,N/A,78,N/A,N/A,53,N/A,N/A,N/A,N/A,2779,N/A,N/A,N/A,N/A,N/A,"Inter American University of Puerto Rico--Ponce is a private institution that was founded in 1962.   Inter American University of Puerto Rico--Ponce's ranking in the 2025 edition of Best Colleges is Regional Colleges South, #78. "
Inter American University of Puerto Rico--San German,regional-universities-south,PR,San German,00683,south,True,private,N/A,101,N/A,N/A,40,N/A,N/A,N/A,N/A,2747,N/A,N/A,N/A,N/A,N/A,"Inter American University of Puerto Rico--San German is a private institution that was founded in 1912. It has a total undergraduate enrollment of 2,747 (fall 2022), and the campus size is 280 acres.  Inter American University of Puerto Rico--San German's ranking in the 2025 edition of Best Colleges is Regional Universities South, #101. "
Iona University,regional-universities-north,NY,New Rochelle,10801,north,True,private,https://www.usnews.com/dims4/USNEWS/41c71c7/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F26%2Fcb%2F4c13a28e45bdae77d2311e3869e4%2F2023-03-30-16-32-33.png,60,20,49,91,47260,3.5,N/A,N/A,3134,2.4,1055,58756.0,1055-1265,20-28,"Iona University is a private institution that was founded in 1940. It has a total undergraduate enrollment of 3,134 (fall 2023), its setting is city, and the campus size is 73 acres. It utilizes a semester-based academic calendar. Iona University's ranking in the 2025 edition of Best Colleges is Regional Universities North, #60. Its tuition and fees are $47,260."
